,address,addressZipcode,addressStreet,area,baths,beds,latitude,longitude,monthly_rent,nearest_transit,transit_walk_dist,transit_walk_time,ucsd_car_dist,ucsd_car_time,ucsd_transit_dist,ucsd_transit_time,nearest_grocery,grocery_car_dist,grocery_car_time,coast_dist_km,medNeighborhoodIncome,zip_code,avg_crime
347,"7747 Margerum Ave Unit 126, San Diego, CA 92120",92120,7747 Margerum Ave Unit 126,643.0,1.0,1.0,32.80878,-117.06647,2195,SDSU Station,5.2 km,1 hour 16 mins,28.2 km,24 mins,34.3 km,1 hour 42 mins,Trader Joe's,5.4 km,9 mins,17.673794988623808,114579,92120.0,1.4088977072310405
348,"5024 54th St, San Diego, CA 92115",92115,5024 54th St,1800.0,4.0,6.0,32.769524,-117.080315,7500,SDSU Station,1.3 km,19 mins,27.8 km,21 mins,30.3 km,1 hour 14 mins,Northgate González Market,2.8 km,7 mins,15.996647983313096,75178,92115.0,1.351058201058201
349,"5288 Manhasset Dr, San Diego, CA 92115",92115,5288 Manhasset Dr,1500.0,3.0,5.0,32.77375,-117.08178,7400,SDSU Station,1.5 km,21 mins,28.4 km,22 mins,30.5 km,1 hour 16 mins,Northgate González Market,4.4 km,9 mins,15.86930081829867,75178,92115.0,1.351058201058201
350,"6141 Dorothy Dr, San Diego, CA 92115",92115,6141 Dorothy Dr,1650.0,2.0,5.0,32.769005,-117.06677,6200,SDSU Station,0.7 km,11 mins,30.1 km,24 mins,29.8 km,1 hour 6 mins,Northgate González Market,3.7 km,8 mins,17.262874032734725,75178,92115.0,1.351058201058201
351,"2701 Community Dr, San Diego, CA 92108",92108,2701 Community Dr,1512.0,3.0,3.0,32.781578,-117.144775,5295,Fashion Valley Station,3.5 km,47 mins,22.7 km,19 mins,23.0 km,1 hour 2 mins,Whole Foods Market,6.3 km,10 mins,10.072593003311068,101704,92108.0,21.67928571428571
352,"5001 54th St, San Diego, CA 92115",92115,5001 54th St,2300.0,3.0,7.0,32.76885,-117.080025,8400,SDSU Station,1.4 km,20 mins,27.9 km,21 mins,30.4 km,1 hour 15 mins,Northgate González Market,2.7 km,7 mins,16.023517578504098,75178,92115.0,1.351058201058201
353,"5041 Art St, San Diego, CA 92115",92115,5041 Art St,1200.0,2.0,4.0,32.769257,-117.063194,5200,SDSU Station,1.1 km,15 mins,30.4 km,24 mins,30.0 km,1 hour 9 mins,Northgate González Market,3.7 km,8 mins,17.597296202314766,75178,92115.0,1.351058201058201
354,"5121 Tipton St, San Diego, CA 92115",92115,5121 Tipton St,1487.0,2.0,5.0,32.77128,-117.06248,6750,SDSU Station,1.1 km,15 mins,30.5 km,24 mins,30.1 km,1 hour 10 mins,Northgate González Market,4.0 km,9 mins,17.666215969331102,75178,92115.0,1.351058201058201
355,"5123 Tipton St, San Diego, CA 92115",92115,5123 Tipton St,1200.0,2.0,4.0,32.771324,-117.06273,5395,SDSU Station,1.1 km,15 mins,30.6 km,24 mins,30.1 km,1 hour 10 mins,Northgate González Market,4.0 km,9 mins,17.642923684356845,75178,92115.0,1.351058201058201
356,"5115-21 Remington Road - 5117, 5117 Remington Rd, San Diego, CA 92115",92115,5117 Remington Rd,2000.0,4.0,8.0,32.77593,-117.08457,9795,SDSU Station,1.5 km,21 mins,29.0 km,23 mins,30.5 km,1 hour 16 mins,Northgate González Market,5.0 km,10 mins,15.619198141999384,75178,92115.0,1.351058201058201
357,"5112 Tipton St., 5112 Tipton St, San Diego, CA 92115",92115,5112 Tipton St,2519.0,3.0,7.0,32.770756,-117.06288,8800,SDSU Station,1.1 km,16 mins,30.5 km,24 mins,30.1 km,1 hour 10 mins,Northgate González Market,4.1 km,9 mins,17.627985185017558,75178,92115.0,1.351058201058201
358,"5062 Alumni Pl, San Diego, CA 92115",92115,5062 Alumni Pl,1892.0,3.0,6.0,32.770164,-117.05692,6595,SDSU Station,1.8 km,25 mins,31.1 km,26 mins,32.2 km,1 hour 18 mins,Trader Joe's,7.2 km,10 mins,18.1844984832659,75178,92115.0,1.351058201058201
359,"70th Street Triplex, 5120-5122 70th St #5120, San Diego, CA 92115",92115,5120-5122 70th St #5120,1685.0,2.0,4.0,32.76959,-117.047104,3695,SDSU Station,2.6 km,36 mins,31.0 km,22 mins,33.0 km,1 hour 10 mins,Trader Joe's,5.0 km,6 mins,19.10183062803138,75178,92115.0,1.351058201058201
360,"5529 Dorothy Dr, San Diego, CA 92115",92115,5529 Dorothy Dr,1200.0,2.0,4.0,32.769012,-117.075714,5995,SDSU Station,1.0 km,13 mins,28.2 km,22 mins,30.0 km,1 hour 8 mins,Northgate González Market,4.1 km,9 mins,16.42661907212049,75178,92115.0,1.351058201058201
361,"6126 Dorothy Dr, San Diego, CA 92115",92115,6126 Dorothy Dr,2000.0,3.0,5.0,32.769413,-117.06737,7000,SDSU Station,0.7 km,10 mins,30.0 km,24 mins,29.7 km,1 hour 5 mins,Northgate González Market,3.6 km,8 mins,17.20691363949529,75178,92115.0,1.351058201058201
362,"5223 E Falls View Dr, San Diego, CA 92115",92115,5223 E Falls View Dr,2500.0,3.0,5.0,32.772987,-117.06401,7000,SDSU Station,1.1 km,15 mins,30.4 km,24 mins,30.0 km,1 hour 10 mins,Northgate González Market,4.2 km,9 mins,17.527271574423352,75178,92115.0,1.351058201058201
363,"8802 Glenhaven St, San Diego, CA 92123",92123,8802 Glenhaven St,1381.0,2.0,3.0,32.805473,-117.139,4395,Mission Valley Center Station,5.4 km,1 hour 12 mins,20.9 km,18 mins,26.2 km,1 hour 9 mins,H Mart Balboa,7.0 km,8 mins,10.89444736158158,121856,92123.0,1.4509082892416227
364,"5311 Saxon St, San Diego, CA 92115",92115,5311 Saxon St,1750.0,3.0,6.0,32.773987,-117.08276,6200,SDSU Station,1.6 km,23 mins,28.6 km,23 mins,30.6 km,1 hour 18 mins,Northgate González Market,4.6 km,10 mins,15.778691268114304,75178,92115.0,1.351058201058201
365,"5225 E Falls View Dr, San Diego, CA 92115",92115,5225 E Falls View Dr,1200.0,2.0,4.0,32.772633,-117.06425,5100,SDSU Station,1.0 km,15 mins,30.4 km,24 mins,30.0 km,1 hour 9 mins,Northgate González Market,4.1 km,9 mins,17.503822976420015,75178,92115.0,1.351058201058201
366,"10751 Cariuto Ct, San Diego, CA 92124",92124,10751 Cariuto Ct,1558.0,2.0,4.0,32.82443,-117.09819,4250,Union Grantville Station,8.9 km,2 hours 0 mins,20.7 km,18 mins,25.1 km,1 hour 19 mins,Zion Market,5.5 km,10 mins,15.023352152993729,108219,92124.0,1.0722486772486772
367,"5106 E Falls View Dr, San Diego, CA 92115",92115,5106 E Falls View Dr,934.0,2.0,4.0,32.771526,-117.06437,5150,SDSU Station,0.9 km,13 mins,30.3 km,24 mins,29.9 km,1 hour 7 mins,Northgate González Market,4.0 km,9 mins,17.489992894193517,75178,92115.0,1.351058201058201
368,"6250 Pontiac St, San Diego, CA 92115",92115,6250 Pontiac St,1300.0,2.0,4.0,32.768764,-117.06488,4600,SDSU Station,1.0 km,14 mins,30.4 km,24 mins,30.0 km,1 hour 9 mins,Northgate González Market,3.6 km,8 mins,17.439562471606894,75178,92115.0,1.351058201058201
369,"6402-06 Shane Place - 6406, 6406 Shane Pl, San Diego, CA 92115",92115,6406 Shane Pl,1200.0,2.0,4.0,32.773125,-117.06001,4895,SDSU Station,1.9 km,26 mins,31.2 km,25 mins,32.4 km,1 hour 21 mins,Northgate González Market,4.8 km,10 mins,17.90153017335314,75178,92115.0,1.351058201058201
370,"10577 Esmeraldas Dr, San Diego, CA 92124",92124,10577 Esmeraldas Dr,1558.0,3.0,4.0,32.82844,-117.10285,4400,Clairemont Mesa Bl & Complex Dr,3.9 km,55 mins,20.3 km,18 mins,24.5 km,1 hour 24 mins,Zion Market,5.0 km,10 mins,14.710446647378182,108219,92124.0,1.0722486772486772
371,"5010 Gary St, San Diego, CA 92115",92115,5010 Gary St,1200.0,2.0,4.0,32.76989,-117.06064,4895,SDSU Station,1.2 km,17 mins,30.6 km,24 mins,30.2 km,1 hour 12 mins,Northgate González Market,4.2 km,9 mins,17.836455283178935,75178,92115.0,1.351058201058201
372,"5262 Rincon St, San Diego, CA 92115",92115,5262 Rincon St,1100.0,2.0,4.0,32.77399,-117.0623,4000,SDSU Station,1.4 km,20 mins,30.9 km,25 mins,30.4 km,1 hour 14 mins,Northgate González Market,4.4 km,10 mins,17.690418449486355,75178,92115.0,1.351058201058201
373,"5039 Art St, San Diego, CA 92115",92115,5039 Art St,1223.0,3.0,5.0,32.769344,-117.06295,6750,SDSU Station,1.1 km,15 mins,30.4 km,24 mins,30.0 km,1 hour 9 mins,Northgate González Market,3.7 km,8 mins,17.62014400310599,75178,92115.0,1.351058201058201
374,"7219 Mohawk St #B, San Diego, CA 92115",92115,7219 Mohawk St #B,900.0,1.0,2.0,32.769676,-117.042145,2500,SDSU Station,3.1 km,42 mins,31.5 km,23 mins,33.4 km,1 hour 15 mins,Trader Joe's,5.5 km,7 mins,19.56553220448437,75178,92115.0,1.351058201058201
375,"7381 Laura Ct, San Diego, CA 92120",92120,7381 Laura Ct,1598.0,2.0,4.0,32.804306,-117.078606,4600,SDSU Station,4.7 km,1 hour 11 mins,27.2 km,22 mins,31.2 km,1 hour 49 mins,Trader Joe's,5.9 km,10 mins,16.50211958987398,114579,92120.0,1.4088977072310405
376,"5088 Faber Way, San Diego, CA 92115",92115,5088 Faber Way,1200.0,2.0,4.0,32.770657,-117.08,5000,SDSU Station,1.2 km,17 mins,27.7 km,21 mins,30.2 km,1 hour 12 mins,Northgate González Market,2.9 km,8 mins,16.027300471966683,75178,92115.0,1.351058201058201
377,"5240 Remington Rd, San Diego, CA 92115",92115,5240 Remington Rd,2030.0,5.0,7.0,32.776493,-117.08234,9800,SDSU Station,1.3 km,19 mins,28.8 km,23 mins,30.3 km,1 hour 13 mins,Northgate González Market,4.8 km,10 mins,15.830710942349247,75178,92115.0,1.351058201058201
378,"5056 Faber Way, San Diego, CA 92115",92115,5056 Faber Way,1352.0,2.0,3.0,32.77047,-117.08106,4800,SDSU Station,1.3 km,19 mins,27.8 km,21 mins,30.3 km,1 hour 14 mins,Northgate González Market,3.0 km,8 mins,15.9279337884579,75178,92115.0,1.351058201058201
379,"6922 Jackson Dr #Id1296611p, San Diego, CA 92119",92119,6922 Jackson Dr #Id1296611p,1894.0,2.0,4.0,32.795975,-117.03054,9677,SDSU Station,6.5 km,1 hour 27 mins,33.9 km,26 mins,41.6 km,1 hour 36 mins,Trader Joe's,3.7 km,8 mins,20.87034774564655,115600,92119.0,0.6551851851851851
380,"2717 Everly Dr #Id1292589p, San Diego, CA 92108",92108,2717 Everly Dr #Id1292589p,3089.0,4.0,4.0,32.78088,-117.14364,8491,Fashion Valley Station,3.5 km,47 mins,22.5 km,19 mins,22.9 km,1 hour 1 min,Whole Foods Market,6.2 km,10 mins,10.16694865711015,101704,92108.0,21.67928571428571
381,"5431 Mary Lane Dr, San Diego, CA 92115",92115,5431 Mary Lane Dr,2500.0,4.0,8.0,32.770077,-117.07847,10295,SDSU Station,1.1 km,15 mins,28.2 km,23 mins,30.1 km,1 hour 10 mins,Northgate González Market,4.2 km,10 mins,16.16960795294236,75178,92115.0,1.351058201058201
382,"6457 Richard St, San Diego, CA 92115",92115,6457 Richard St,568.0,1.0,3.0,32.77377,-117.05866,2950,SDSU Station,1.9 km,26 mins,31.2 km,25 mins,32.4 km,1 hour 21 mins,Trader Joe's,7.4 km,10 mins,18.029781054554345,75178,92115.0,1.351058201058201
383,"6430 Montezuma Rd, San Diego, CA 92115",92115,6430 Montezuma Rd,2284.0,3.0,7.0,32.77046,-117.06135,7000,SDSU Station,1.1 km,16 mins,30.5 km,24 mins,30.1 km,1 hour 11 mins,Northgate González Market,4.1 km,8 mins,17.770640876612187,75178,92115.0,1.351058201058201
384,"5053 College Ave, San Diego, CA 92115",92115,5053 College Ave,1843.0,4.0,6.0,32.76981,-117.06899,6900,SDSU Station,0.5 km,7 mins,29.8 km,23 mins,29.6 km,1 hour 4 mins,Northgate González Market,3.9 km,9 mins,17.055699998577687,75178,92115.0,1.351058201058201
385,"5075 Chaparral Way, San Diego, CA 92115",92115,5075 Chaparral Way,1492.0,2.0,4.0,32.769596,-117.07858,5800,SDSU Station,1.8 km,26 mins,28.2 km,22 mins,30.8 km,1 hour 21 mins,Northgate González Market,2.7 km,7 mins,16.158912175400662,75178,92115.0,1.351058201058201
386,"6417 Shane Pl, San Diego, CA 92115",92115,6417 Shane Pl,1200.0,2.0,5.0,32.77288,-117.06034,5095,SDSU Station,1.8 km,26 mins,31.2 km,25 mins,32.4 km,1 hour 20 mins,Northgate González Market,4.8 km,10 mins,17.869966563433955,75178,92115.0,1.351058201058201
387,"5016 54th St, San Diego, CA 92115",92115,5016 54th St,400.0,1.0,2.0,32.769184,-117.08015,2600,SDSU Station,1.3 km,20 mins,27.8 km,21 mins,30.3 km,1 hour 15 mins,Northgate González Market,2.7 km,7 mins,16.011907658483054,75178,92115.0,1.351058201058201
388,"8579 Glenhaven St, San Diego, CA 92123",92123,8579 Glenhaven St,1121.0,2.0,3.0,32.805573,-117.14299,3450,Mission Valley Center Station,5.5 km,1 hour 13 mins,21.0 km,18 mins,26.3 km,1 hour 12 mins,H Mart Balboa,3.3 km,9 mins,10.52575347309812,121856,92123.0,1.4509082892416227
389,"5289 Manhasset Dr, San Diego, CA 92115",92115,5289 Manhasset Dr,1772.0,2.0,4.0,32.773315,-117.08181,5250,SDSU Station,1.5 km,21 mins,28.4 km,22 mins,30.5 km,1 hour 16 mins,Northgate González Market,4.4 km,9 mins,15.864864341342988,75178,92115.0,1.351058201058201
390,"4160 Rochester Rd, San Diego, CA 92116",92116,4160 Rochester Rd,603.0,1.0,1.0,32.769306,-117.10571,3000,SDSU Station,6.3 km,1 hour 31 mins,26.7 km,20 mins,31.7 km,1 hour 27 mins,Trader Joe's,7.3 km,8 mins,13.622148039601914,95775,92116.0,1.1549867724867724
391,"6600 Reservoir Ln, San Diego, CA 92115",92115,6600 Reservoir Ln,2300.0,3.0,4.0,32.77291,-117.05507,5100,SDSU Station,2.1 km,30 mins,30.7 km,23 mins,31.3 km,1 hour 6 mins,Trader Joe's,6.2 km,8 mins,18.362611719398565,75178,92115.0,1.351058201058201
392,"6966 Mohawk St, San Diego, CA 92115",92115,6966 Mohawk St,650.0,1.0,1.0,32.770077,-117.04776,2500,SDSU Station,2.6 km,36 mins,31.0 km,22 mins,33.0 km,1 hour 11 mins,Trader Joe's,5.0 km,6 mins,19.040834186798502,75178,92115.0,1.351058201058201
393,"5081 Waring Rd, San Diego, CA 92120",92120,5081 Waring Rd,1306.0,2.0,3.0,32.790173,-117.08282,4050,SDSU Station,4.8 km,1 hour 9 mins,27.4 km,20 mins,28.3 km,1 hour 19 mins,Northgate González Market,7.6 km,13 mins,15.941784999603533,114579,92120.0,1.4088977072310405
394,"5382 Hewlett Dr, San Diego, CA 92115",92115,5382 Hewlett Dr,2000.0,2.0,6.0,32.77529,-117.08159,8500,SDSU Station,1.3 km,17 mins,28.6 km,23 mins,30.3 km,1 hour 12 mins,Northgate González Market,4.6 km,10 mins,15.894010166056422,75178,92115.0,1.351058201058201
395,"5253 Lewison Pl, San Diego, CA 92120",92120,5253 Lewison Pl,1113.0,2.0,3.0,32.8002,-117.07952,3900,SDSU Station,4.5 km,1 hour 6 mins,29.1 km,23 mins,30.9 km,1 hour 43 mins,Trader Joe's,4.6 km,8 mins,16.390510992415834,114579,92120.0,1.4088977072310405
396,"5374 W Falls View Dr, San Diego, CA 92115",92115,5374 W Falls View Dr,440.0,1.0,2.0,32.77539,-117.06595,2200,SDSU Station,1.4 km,20 mins,30.8 km,25 mins,30.4 km,1 hour 14 mins,Northgate González Market,4.5 km,10 mins,17.35529351761689,75178,92115.0,1.351058201058201
397,"4935 Curry Dr, San Diego, CA 92115",92115,4935 Curry Dr,1780.0,3.0,4.0,32.768764,-117.06022,6300,SDSU Station,1.5 km,21 mins,31.0 km,25 mins,32.1 km,1 hour 16 mins,Northgate González Market,3.7 km,9 mins,17.8752704467338,75178,92115.0,1.351058201058201
398,"5067 Alumni Pl #A, San Diego, CA 92115",92115,5067 Alumni Pl #A,1502.0,2.0,4.0,32.769962,-117.0565,6000,SDSU Station,1.7 km,24 mins,31.0 km,23 mins,31.6 km,1 hour 9 mins,Trader Joe's,6.5 km,8 mins,18.223586389934855,75178,92115.0,1.351058201058201
399,"5989 Rancho Mission Rd Unit 201, San Diego, CA 92108",92108,5989 Rancho Mission Rd Unit 201,648.0,1.0,1.0,32.783375,-117.109344,2300,SDSU Station,8.0 km,1 hour 57 mins,24.2 km,20 mins,25.4 km,58 mins,Trader Joe's,7.1 km,9 mins,13.382325307675778,101704,92108.0,21.67928571428571
400,"6250 Holabird St APT 11, San Diego, CA 92120",92120,6250 Holabird St APT 11,600.0,1.0,1.0,32.7883,-117.09616,1950,SDSU Station,6.3 km,1 hour 33 mins,26.2 km,22 mins,27.7 km,1 hour 13 mins,El Super,5.1 km,12 mins,14.677673443325231,114579,92120.0,1.4088977072310405
401,"5120 Ewing St, San Diego, CA 92115",92115,5120 Ewing St,1978.0,3.0,5.0,32.77096,-117.06214,6600,SDSU Station,1.1 km,16 mins,30.5 km,24 mins,30.1 km,1 hour 11 mins,Northgate González Market,4.1 km,9 mins,17.69746929845876,75178,92115.0,1.351058201058201
402,"4912 73rd St #1, San Diego, CA 92115",92115,4912 73rd St #1,840.0,1.0,2.0,32.76804,-117.04069,3000,SDSU Station,3.2 km,44 mins,31.8 km,24 mins,33.0 km,1 hour 27 mins,Trader Joe's,4.1 km,6 mins,19.70148706279443,75178,92115.0,1.351058201058201
403,"10737 San Diego Mission Rd Unit 113, San Diego, CA 92108",92108,10737 San Diego Mission Rd Unit 113,616.0,1.0,1.0,32.784073,-117.10778,2000,SDSU Station,7.7 km,1 hour 53 mins,24.2 km,19 mins,25.4 km,59 mins,Trader Joe's,6.8 km,8 mins,13.537045732653995,101704,92108.0,21.67928571428571
404,"6069 Rancho Mission Rd Unit 104, San Diego, CA 92108",92108,6069 Rancho Mission Rd Unit 104,834.0,2.0,2.0,32.784058,-117.1096,2550,SDSU Station,7.9 km,1 hour 56 mins,24.1 km,20 mins,25.2 km,56 mins,Trader Joe's,7.0 km,9 mins,13.368074985330868,101704,92108.0,21.67928571428571
405,"7111-13 Mohawk St, San Diego, CA 92115",92115,7111-13 Mohawk St,1100.0,1.0,3.0,32.76953,-117.04451,2800,SDSU Station,2.8 km,39 mins,31.3 km,23 mins,33.2 km,1 hour 14 mins,Trader Joe's,5.3 km,7 mins,19.34433321345642,75178,92115.0,1.351058201058201
406,"5309 Redding Rd, San Diego, CA 92115",92115,5309 Redding Rd,1723.0,2.0,5.0,32.773987,-117.08194,6100,SDSU Station,1.6 km,22 mins,28.5 km,23 mins,30.6 km,1 hour 17 mins,Northgate González Market,4.5 km,10 mins,15.8553037101918,75178,92115.0,1.351058201058201
407,"2020 Camino De La Reina Unit 112, San Diego, CA 92108",92108,2020 Camino De La Reina Unit 112,1025.0,2.0,2.0,32.77193,-117.14246,4950,Fashion Valley Station,2.8 km,38 mins,21.6 km,17 mins,22.1 km,51 mins,Whole Foods Market,5.2 km,8 mins,10.192398692012118,101704,92108.0,21.67928571428571
408,"3244 Cabrillo Mesa Dr, San Diego, CA 92123",92123,3244 Cabrillo Mesa Dr,601.0,1.0,1.0,32.801563,-117.13906,2550,Fashion Valley Station,5.9 km,1 hour 18 mins,20.5 km,17 mins,26.1 km,1 hour 9 mins,H Mart Balboa,6.6 km,8 mins,10.844994236115658,121856,92123.0,1.4509082892416227
409,"2979 W Canyon Ave W #C, San Diego, CA 92123",92123,2979 W Canyon Ave W #C,1554.0,3.0,3.0,32.799355,-117.11928,4175,Mission Valley Center Station,7.3 km,1 hour 38 mins,22.9 km,20 mins,30.5 km,1 hour 18 mins,H Mart Balboa,6.3 km,12 mins,12.673932531174186,121856,92123.0,1.4509082892416227
410,"5210 Catoctin Dr, San Diego, CA 92115",92115,5210 Catoctin Dr,1200.0,2.0,4.0,32.773506,-117.058,4700,SDSU Station,1.9 km,26 mins,31.2 km,25 mins,32.3 km,1 hour 19 mins,Trader Joe's,7.3 km,10 mins,18.09057559077387,75178,92115.0,1.351058201058201
411,"6307 Connie Dr, San Diego, CA 92115",92115,6307 Connie Dr,1463.0,2.0,4.0,32.768837,-117.06404,4500,SDSU Station,1.2 km,16 mins,30.5 km,24 mins,30.2 km,1 hour 11 mins,Northgate González Market,3.8 km,8 mins,17.51810525345728,75178,92115.0,1.351058201058201
412,"6314 Mesita Dr, San Diego, CA 92115",92115,6314 Mesita Dr,1200.0,2.0,4.0,32.768196,-117.06393,5500,SDSU Station,1.1 km,15 mins,30.6 km,24 mins,30.2 km,1 hour 11 mins,Northgate González Market,3.5 km,7 mins,17.528491062725198,75178,92115.0,1.351058201058201
413,"5015 63rd St, San Diego, CA 92115",92115,5015 63rd St,400.0,1.0,1.0,32.768883,-117.06469,2150,SDSU Station,1.0 km,14 mins,30.4 km,24 mins,30.0 km,1 hour 9 mins,Northgate González Market,3.6 km,8 mins,17.457334556898108,75178,92115.0,1.351058201058201
414,"5328 Hewlett Dr, San Diego, CA 92115",92115,5328 Hewlett Dr,1512.0,3.0,6.0,32.774147,-117.081604,7400,SDSU Station,1.4 km,19 mins,28.5 km,22 mins,30.4 km,1 hour 14 mins,Northgate González Market,4.5 km,9 mins,15.8873627824239,75178,92115.0,1.351058201058201
415,"10482 San Diego Mission Rd #9, San Diego, CA 92108",92108,10482 San Diego Mission Rd #9,1853.0,4.0,4.0,32.78576,-117.1114,7000,SDSU Station,7.9 km,1 hour 57 mins,24.0 km,20 mins,25.4 km,58 mins,Trader Joe's,7.2 km,9 mins,13.227053490377529,101704,92108.0,21.67928571428571
416,"6467 Richard St, San Diego, CA 92115",92115,6467 Richard St,1400.0,2.0,4.0,32.77359,-117.0582,4900,SDSU Station,1.9 km,26 mins,31.2 km,25 mins,32.3 km,1 hour 19 mins,Trader Joe's,7.3 km,10 mins,18.072160520780617,75178,92115.0,1.351058201058201
417,"8983 Gowdy Ave, San Diego, CA 92123",92123,8983 Gowdy Ave,1364.0,2.0,4.0,32.79457,-117.13709,5900,Fashion Valley Station,5.6 km,1 hour 14 mins,20.1 km,17 mins,25.2 km,1 hour 10 mins,H Mart Balboa,6.3 km,7 mins,10.993883338458122,121856,92123.0,1.4509082892416227
418,"6339 Connie Dr, San Diego, CA 92115",92115,6339 Connie Dr,1618.0,2.0,5.0,32.76873,-117.06342,6500,SDSU Station,1.1 km,16 mins,30.5 km,24 mins,30.1 km,1 hour 10 mins,Northgate González Market,3.7 km,8 mins,17.57607167768129,75178,92115.0,1.351058201058201
419,"5134 Tipton St, San Diego, CA 92115",92115,5134 Tipton St,1194.0,2.0,4.0,32.771652,-117.062744,5200,SDSU Station,1.1 km,15 mins,30.4 km,24 mins,30.0 km,1 hour 10 mins,Northgate González Market,4.0 km,9 mins,17.642246293536534,75178,92115.0,1.351058201058201
420,"5170 63rd St, San Diego, CA 92115",92115,5170 63rd St,1270.0,2.0,6.0,32.771698,-117.06296,7200,SDSU Station,1.0 km,15 mins,30.4 km,24 mins,30.0 km,1 hour 9 mins,Northgate González Market,4.0 km,9 mins,17.622149139724446,75178,92115.0,1.351058201058201
421,"5553 Adobe Falls Rd Unit 1, San Diego, CA 92120",92120,5553 Adobe Falls Rd Unit 1,884.0,2.0,2.0,32.781395,-117.07974,3200,SDSU Station,6.5 km,1 hour 36 mins,27.6 km,21 mins,28.0 km,1 hour 17 mins,Northgate González Market,7.3 km,14 mins,16.11194890172393,114579,92120.0,1.4088977072310405
422,"5054 Art St, San Diego, CA 92115",92115,5054 Art St,1927.0,3.0,4.0,32.769596,-117.06372,5800,SDSU Station,1.0 km,14 mins,30.4 km,24 mins,30.0 km,1 hour 9 mins,Northgate González Market,3.8 km,8 mins,17.548279965035743,75178,92115.0,1.351058201058201
423,"9402 Fermi Ave, San Diego, CA 92123",92123,9402 Fermi Ave,1056.0,2.0,3.0,32.800964,-117.12583,3875,Mission Valley Center Station,5.7 km,1 hour 18 mins,22.0 km,19 mins,27.3 km,1 hour 12 mins,H Mart Balboa,8.1 km,10 mins,12.073226457302306,121856,92123.0,1.4509082892416227
424,"5370 E Falls View Dr, San Diego, CA 92115",92115,5370 E Falls View Dr,1535.0,2.0,5.0,32.77632,-117.065544,6750,SDSU Station,1.5 km,21 mins,30.8 km,25 mins,30.5 km,1 hour 15 mins,Northgate González Market,4.6 km,10 mins,17.397922089497857,75178,92115.0,1.351058201058201
425,"5210 E Falls View Dr, San Diego, CA 92115",92115,5210 E Falls View Dr,2000.0,3.0,5.0,32.772335,-117.06446,7400,SDSU Station,1.0 km,14 mins,30.4 km,24 mins,30.0 km,1 hour 9 mins,Northgate González Market,4.1 km,9 mins,17.483405667354333,75178,92115.0,1.351058201058201
426,"5025 Rockford Dr, San Diego, CA 92115",92115,5025 Rockford Dr,1200.0,2.0,4.0,32.76922,-117.06791,5500,SDSU Station,0.6 km,9 mins,30.0 km,23 mins,29.6 km,1 hour 4 mins,Northgate González Market,3.6 km,7 mins,17.15634366928413,75178,92115.0,1.351058201058201
427,"9241 Piantino Way, San Diego, CA 92108",92108,9241 Piantino Way,1759.0,2.0,3.0,32.785366,-117.1331,4685,Fashion Valley Station,4.8 km,1 hour 4 mins,23.4 km,21 mins,24.2 km,1 hour 0 mins,Whole Foods Market,7.0 km,12 mins,11.216000852273218,101704,92108.0,21.67928571428571
428,"7239 El Cajon Blvd, San Diego, CA 92115",92115,7239 El Cajon Blvd,625.0,1.0,2.0,32.768738,-117.0417,2345,SDSU Station,3.0 km,42 mins,31.9 km,24 mins,33.6 km,1 hour 18 mins,Trader Joe's,4.1 km,6 mins,19.60688280156281,75178,92115.0,1.351058201058201
